rid,datetime,host,src,proto,type,spt,dpt,srcstr,cc,country,locale,latitude,longitude,Label
172.217.7.195-10.42.0.211-80-52105-6,03-04-13 23:08,groucho-singapore,2995357548,TCP,Hotel,40208,23,178.137.135.108,UA,Ukraine,,49,32,1
10.42.0.42-121.12.98.63-52300-80-6,03-04-13 23:09,groucho-singapore,782387296,TCP,Retail,3906,23,46.162.72.96,SE,Sweden,Norrbotten,65.5833,22.15,0
10.42.0.211-104.254.66.16-50560-80-6,03-04-13 23:09,groucho-oregon,1896596178,TCP,"Financial,Credit Reporting",6000,1433,113.11.194.210,CN,China,Beijing Shi,39.9289,116.3883,0
10.42.0.42-23.206.125.17-39533-80-6,03-04-13 23:10,groucho-singapore,2917955753,UDP,Financial,5069,5060,173.236.120.169,US,United States,Illinois,41.8876,-87.6368,1
10.42.0.211-10.42.0.1-38430-53-17,03-04-13 23:10,groucho-sa,1032188987,TCP,Telecoms,6464,3306,61.133.244.59,CN,China,Qinghai Sheng,36.6167,101.7667,1
10.42.0.42-123.125.115.190-51974-80-6,03-04-13 23:10,groucho-singapore,1033070424,TCP,Political,6000,1433,61.147.103.88,CN,China,Jiangsu Sheng,32.0617,118.7778,0
10.42.0.151-121.12.98.78-40034-80-6,03-04-13 23:10,zeppo-norcal,1032188987,TCP,Hotel,14454,3306,61.133.244.59,CN,China,Qinghai Sheng,36.6167,101.7667,1
151.101.117.140-10.42.0.211-443-55834-6,03-04-13 23:09,groucho-norcal,1032188987,TCP,Retail,14435,3306,61.133.244.59,CN,China,Qinghai Sheng,36.6167,101.7667,0
10.42.0.211-104.244.43.131-50378-443-6,03-04-13 23:10,groucho-us-east,1032188987,TCP,Media,5707,3306,61.133.244.59,CN,China,Qinghai Sheng,36.6167,101.7667,1
10.42.0.211-77.234.44.200-56637-80-6,03-04-13 23:10,groucho-eu,1032188987,TCP,"Web,Tech",33007,3306,61.133.244.59,CN,China,Qinghai Sheng,36.6167,101.7667,0
202.77.129.150-10.42.0.211-443-48302-6,03-04-13 23:10,groucho-singapore,1033070415,TCP,Fashion,6000,1433,61.147.103.79,CN,China,Jiangsu Sheng,32.0617,118.7778,1
10.42.0.42-119.146.74.34-52738-80-6,03-04-13 23:11,groucho-sydney,1032188987,TCP,Question & Answer,33173,3306,61.133.244.59,CN,China,Qinghai Sheng,36.6167,101.7667,0
10.42.0.151-10.42.0.1-57326-53-17,03-04-13 23:11,groucho-sa,1896596178,TCP,Military,6000,1433,113.11.194.210,CN,China,Beijing Shi,39.9289,116.3883,0
10.42.0.1-10.42.0.42-53-53425-17,03-04-13 23:11,groucho-eu,1896596178,TCP,"Consulting,Accounting",6000,1433,113.11.194.210,CN,China,Beijing Shi,39.9289,116.3883,0
10.42.0.211-123.125.115.164-38906-443-6,03-04-13 23:11,groucho-tokyo,456587666,TCP,"Financial,Credit Reporting",6000,65500,27.54.249.146,CN,China,,35,105,0
10.42.0.211-98.139.180.180-40601-443-6,03-04-13 23:14,groucho-sa,92767865,TCP,Financial,44632,5901,5.135.134.121,FR,France,,48.86,2.35,0
10.42.0.211-111.13.147.195-35205-80-6,03-04-13 23:14,groucho-tokyo,2759617346,TCP,Telecoms,6000,3306,164.124.107.66,KR,South Korea,,37.57,126.98,1
10.42.0.1-10.42.0.42-53-39468-17,03-04-13 23:14,zeppo-norcal,1931903322,UDP,Political,10924,31522,115.38.129.90,JP,Japan,Aichi-ken,35.1802,136.9067,1
10.42.0.151-61.135.185.139-49806-80-6,03-04-13 23:14,zeppo-norcal,1931903322,UDP,Hotel,10924,31522,115.38.129.90,JP,Japan,Aichi-ken,35.1802,136.9067,0
10.42.0.211-123.125.115.164-57372-443-6,03-04-13 23:15,zeppo-norcal,1931903322,UDP,Retail,10924,31522,115.38.129.90,JP,Japan,Aichi-ken,35.1802,136.9067,0
10.42.0.151-72.21.207.79-52642-443-6,03-04-13 23:15,zeppo-norcal,1931903322,UDP,Media,10924,31522,115.38.129.90,JP,Japan,Aichi-ken,35.1802,136.9067,0
10.42.0.151-106.11.176.1-47627-443-6,03-04-13 23:15,zeppo-norcal,1931903322,UDP,"Web,Tech",10924,31522,115.38.129.90,JP,Japan,Aichi-ken,35.1802,136.9067,1
172.217.10.227-10.42.0.42-443-57817-6,03-04-13 23:15,zeppo-norcal,1931903322,UDP,Fashion,10924,31522,115.38.129.90,JP,Japan,Aichi-ken,35.1802,136.9067,1
239.255.255.250-10.42.0.1-1900-54380-17,03-04-13 23:15,zeppo-norcal,1931903322,UDP,Question & Answer,10924,31522,115.38.129.90,JP,Japan,Aichi-ken,35.1802,136.9067,1
10.42.0.211-123.125.29.220-56059-80-6,03-04-13 23:16,zeppo-norcal,1931903322,UDP,Military,10924,31522,115.38.129.90,JP,Japan,Aichi-ken,35.1802,136.9067,1
10.42.0.211-118.123.114.134-55646-80-6,03-04-13 23:16,zeppo-norcal,1931903322,UDP,"Consulting,Accounting",10924,31522,115.38.129.90,JP,Japan,Aichi-ken,35.1802,136.9067,1
10.42.0.211-47.88.66.107-33019-443-6,03-04-13 23:17,groucho-oregon,1032051418,TCP,"Financial,Credit Reporting",6000,1433,61.131.218.218,CN,China,Jiangxi Sheng,28.55,115.9333,0
10.42.0.1-10.42.0.42-53-48557-17,03-04-13 23:19,groucho-tokyo,2994421072,TCP,Financial,3650,445,178.123.61.80,BY,Belarus,Vitebskaya Oblast',55.2987,28.7739,1
183.79.248.124-10.42.0.151-443-44387-6,03-04-13 23:19,groucho-tokyo,2994421072,TCP,Telecoms,3650,445,178.123.61.80,BY,Belarus,Vitebskaya Oblast',55.2987,28.7739,0
10.42.0.211-10.42.0.1-39586-53-17,03-04-13 23:20,groucho-norcal,1598280276,UDP,Political,16233,40938,95.67.210.84,RU,Russia,Samarskaya Oblast',53.5303,49.3461,0
209.85.144.100-10.42.0.211-443-34898-6,03-04-13 23:20,groucho-norcal,1598280276,UDP,Hotel,16233,40938,95.67.210.84,RU,Russia,Samarskaya Oblast',53.5303,49.3461,0
198.11.132.221-10.42.0.211-443-40001-6,03-04-13 23:20,groucho-norcal,1598280276,UDP,Retail,16233,40938,95.67.210.84,RU,Russia,Samarskaya Oblast',53.5303,49.3461,1
172.217.7.196-10.42.0.151-443-60919-6,03-04-13 23:20,groucho-norcal,1598280276,UDP,"Financial,Credit Reporting",16233,40938,95.67.210.84,RU,Russia,Samarskaya Oblast',53.5303,49.3461,0
10.42.0.211-121.12.98.62-40979-80-6,03-04-13 23:20,groucho-norcal,1598280276,UDP,Financial,16233,40938,95.67.210.84,RU,Russia,Samarskaya Oblast',53.5303,49.3461,1
172.217.10.46-10.42.0.211-443-38651-6,03-04-13 23:20,groucho-norcal,1598280276,UDP,Telecoms,16233,40938,95.67.210.84,RU,Russia,Samarskaya Oblast',53.5303,49.3461,0
10.42.0.211-40.79.74.185-53775-443-6,03-04-13 23:21,groucho-norcal,1598280276,UDP,Political,16233,40938,95.67.210.84,RU,Russia,Samarskaya Oblast',53.5303,49.3461,1
10.42.0.211-10.42.0.1-42741-53-17,03-04-13 23:28,groucho-singapore,3032095556,TCP,Hotel,6000,1433,180.186.27.68,CN,China,Beijing Shi,39.9289,116.3883,0
10.42.0.211-10.42.0.1-30382-53-17,03-04-13 23:30,groucho-oregon,1019141837,TCP,Retail,6000,1433,60.190.222.205,CN,China,,35,105,1
10.42.0.151-59.38.112.48-52942-443-6,03-04-13 23:33,groucho-tokyo,3658020275,TCP,Media,6000,1433,218.8.245.179,CN,China,Heilongjiang Sheng,45.75,126.65,1
10.42.0.42-37.119.25.180-46360-6882-17,03-04-13 23:35,groucho-sa,2075647033,TCP,"Web,Tech",6000,3306,123.183.220.57,CN,China,Hebei,39.8897,115.275,0
10.42.0.151-125.56.239.180-54961-80-6,03-04-13 23:34,groucho-norcal,2075647033,TCP,Fashion,6000,3306,123.183.220.57,CN,China,Hebei,39.8897,115.275,1
198.105.244.11-10.42.0.211-80-43340-6,03-04-13 23:36,groucho-tokyo,2947856690,TCP,Question & Answer,1487,1080,175.180.185.50,TW,Taiwan,Taipei,25.0392,121.525,0
10.42.0.211-52.84.29.154-57106-443-6,03-04-13 23:36,groucho-sydney,2075647033,TCP,Military,6000,3306,123.183.220.57,CN,China,Hebei,39.8897,115.275,0
10.42.0.151-52.22.102.34-53632-443-6,03-04-13 23:37,groucho-singapore,3738216690,TCP,"Consulting,Accounting",6000,1433,222.208.168.242,CN,China,Sichuan Sheng,30.6667,104.0667,1
10.42.0.42-74.119.119.68-54746-443-6,03-04-13 23:39,groucho-tokyo,3193296166,TCP,"Financial,Credit Reporting",2411,445,190.85.213.38,CO,Colombia,,4,-72,1
10.42.0.151-52.197.242.223-44059-443-6,03-04-13 23:39,groucho-tokyo,3193296166,TCP,Financial,2411,445,190.85.213.38,CO,Colombia,,4,-72,0
216.58.219.238-10.42.0.42-443-48992-6,03-04-13 23:42,groucho-oregon,3393605405,TCP,Telecoms,57604,1433,202.70.79.29,NP,Nepal,Bagmati Zone,27.7167,85.3167,1
192.229.173.173-10.42.0.211-80-51203-6,03-04-13 23:44,groucho-tokyo,3347014663,TCP,Political,4082,445,199.127.100.7,US,United States,Florida,25.8338,-80.3017,0
182.22.31.252-10.42.0.151-443-50783-6,03-04-13 23:44,groucho-tokyo,3347014663,TCP,Hotel,4082,445,199.127.100.7,US,United States,Florida,25.8338,-80.3017,1
10.42.0.151-68.67.178.196-59694-443-6,03-04-13 23:46,groucho-tokyo,3173805754,TCP,Retail,62670,445,189.44.110.186,BR,Brazil,,-10,-55,0
172.217.11.14-10.42.0.151-443-47070-6,03-04-13 23:46,groucho-tokyo,3173805754,TCP,Media,62670,445,189.44.110.186,BR,Brazil,,-10,-55,1
10.42.0.211-23.15.4.16-42465-80-6,03-04-13 23:46,groucho-tokyo,1169129130,UDP,"Web,Tech",59105,137,69.175.126.170,US,United States,Illinois,41.8876,-87.6368,0
173.194.206.188-10.42.0.151-5228-52787-6,03-04-13 23:47,groucho-tokyo,3550106382,UDP,Fashion,2662,20029,211.154.83.14,CN,China,Shanghai Shi,31.0456,121.3997,0
10.42.0.211-10.42.0.1-40654-53-17,03-04-13 23:47,groucho-tokyo,3550106382,UDP,Question & Answer,2662,20029,211.154.83.14,CN,China,Shanghai Shi,31.0456,121.3997,0
10.42.0.151-10.42.0.1-21545-53-17,03-04-13 23:48,groucho-tokyo,3550106382,UDP,Military,2662,20029,211.154.83.14,CN,China,Shanghai Shi,31.0456,121.3997,0
10.42.0.211-10.42.0.1-32495-53-17,03-04-13 23:48,groucho-singapore,1965682167,TCP,"Consulting,Accounting",2386,1433,117.41.237.247,CN,China,Jiangxi Sheng,28.55,115.9333,0
10.42.0.151-106.39.169.66-55704-443-6,03-04-13 23:48,groucho-norcal,92767865,TCP,"Financial,Credit Reporting",44632,5901,5.135.134.121,FR,France,,48.86,2.35,1
10.42.0.151-64.71.142.95-49937-443-6,03-04-13 23:50,groucho-tokyo,3550106382,UDP,Financial,2662,20029,211.154.83.14,CN,China,Shanghai Shi,31.0456,121.3997,1
203.205.158.63-10.42.0.151-80-46183-6,03-04-13 23:51,groucho-tokyo,3550106382,UDP,Telecoms,2662,20029,211.154.83.14,CN,China,Shanghai Shi,31.0456,121.3997,0
10.42.0.151-10.42.0.1-55533-53-17,03-04-13 23:51,groucho-tokyo,3550106382,UDP,Political,2662,20029,211.154.83.14,CN,China,Shanghai Shi,31.0456,121.3997,0
10.42.0.151-104.97.137.75-49962-443-6,03-04-13 23:53,groucho-tokyo,3550106382,UDP,Hotel,2662,20029,211.154.83.14,CN,China,Shanghai Shi,31.0456,121.3997,0
172.217.12.202-10.42.0.211-443-57830-6,03-04-13 23:54,groucho-singapore,3495535535,TCP,Retail,48252,22,208.89.163.175,US,United States,Wyoming,41.0784,-104.7403,1
157.240.18.15-10.42.0.211-443-43436-6,03-04-13 23:54,groucho-singapore,3495535535,TCP,"Financial,Credit Reporting",48252,22,208.89.163.175,US,United States,Wyoming,41.0784,-104.7403,1
203.205.158.37-10.42.0.42-80-38832-6,03-04-13 23:54,groucho-oregon,1017973638,TCP,Financial,6000,6666,60.173.11.134,CN,China,Anhui Sheng,31.8639,117.2808,1
10.42.0.1-10.42.0.42-53-20213-17,03-04-13 23:54,groucho-tokyo,3550106382,UDP,Telecoms,2662,20029,211.154.83.14,CN,China,Shanghai Shi,31.0456,121.3997,1
10.42.0.211-125.39.133.40-35324-80-6,03-04-13 23:54,groucho-tokyo,3550106382,UDP,Political,2662,20029,211.154.83.14,CN,China,Shanghai Shi,31.0456,121.3997,1
172.217.11.34-10.42.0.151-443-43595-17,03-04-13 23:54,groucho-tokyo,3550106382,UDP,Hotel,2662,20029,211.154.83.14,CN,China,Shanghai Shi,31.0456,121.3997,0
172.217.10.106-10.42.0.151-443-44046-6,03-04-13 23:55,groucho-tokyo,3550106382,UDP,Retail,2662,20029,211.154.83.14,CN,China,Shanghai Shi,31.0456,121.3997,1
10.42.0.211-52.84.134.65-41295-443-6,03-04-13 23:55,groucho-tokyo,3550106382,UDP,Media,2662,20029,211.154.83.14,CN,China,Shanghai Shi,31.0456,121.3997,0
203.205.179.170-10.42.0.211-80-50765-6,03-04-13 23:55,groucho-tokyo,1605675734,TCP,"Web,Tech",60991,445,95.180.170.214,MK,Macedonia,Opstina Karpos,42,21.4333,0
183.79.249.252-10.42.0.211-443-37069-6,03-04-13 23:55,groucho-tokyo,1605675734,TCP,Fashion,60991,445,95.180.170.214,MK,Macedonia,Opstina Karpos,42,21.4333,0
172.217.11.10-10.42.0.211-443-56493-6,03-04-13 23:57,groucho-eu,170932385,UDP,Question & Answer,67,68,10.48.56.161,,,,,,1
10.42.0.151-106.39.169.66-45230-80-6,03-05-13 0:00,groucho-oregon,1965603898,TCP,Military,33638,1433,117.40.188.58,CN,China,Jiangxi Sheng,28.55,115.9333,0
183.61.230.100-10.42.0.211-80-57098-6,03-05-13 0:04,groucho-us-east,1440145003,TCP,"Consulting,Accounting",55926,22,85.214.222.107,DE,Germany,Land Berlin,52.5167,13.4,1
10.42.0.211-52.84.29.154-57104-443-6,03-05-13 0:04,groucho-us-east,1440145003,TCP,"Financial,Credit Reporting",55926,22,85.214.222.107,DE,Germany,Land Berlin,52.5167,13.4,0
172.217.10.234-10.42.0.151-443-56115-6,03-05-13 0:05,groucho-tokyo,1965603898,TCP,Financial,52595,1433,117.40.188.58,CN,China,Jiangxi Sheng,28.55,115.9333,1
10.42.0.211-10.42.0.1-20639-53-17,03-05-13 0:07,groucho-singapore,2990856029,UDP,Telecoms,56502,38161,178.68.215.93,RU,Russia,,60,100,0
10.42.0.151-103.7.30.118-35482-80-6,03-05-13 0:07,groucho-singapore,2990856029,UDP,Political,56502,38161,178.68.215.93,RU,Russia,,60,100,1
131.253.61.82-10.42.0.211-443-57537-6,03-05-13 0:07,groucho-singapore,2990856029,UDP,Hotel,56502,38161,178.68.215.93,RU,Russia,,60,100,1
10.42.0.1-10.42.0.42-53-10483-17,03-05-13 0:07,groucho-singapore,2990856029,UDP,Retail,56502,38161,178.68.215.93,RU,Russia,,60,100,0
172.217.11.35-10.42.0.151-80-43103-6,03-05-13 0:07,groucho-singapore,2990856029,UDP,Media,56502,38161,178.68.215.93,RU,Russia,,60,100,1
10.42.0.211-10.42.0.1-20379-53-17,03-05-13 0:07,groucho-tokyo,1128316457,TCP,"Web,Tech",61113,445,67.64.190.41,US,United States,,38,-97,0
10.42.0.211-104.244.42.129-54836-443-6,03-05-13 0:07,groucho-singapore,2990856029,UDP,Fashion,56502,38161,178.68.215.93,RU,Russia,,60,100,0
10.42.0.211-111.202.114.77-37528-443-6,03-05-13 0:08,groucho-singapore,2990856029,UDP,Question & Answer,56502,38161,178.68.215.93,RU,Russia,,60,100,1
10.42.0.211-52.84.29.55-45347-443-6,03-05-13 0:08,groucho-oregon,3080270273,TCP,Military,6000,1433,183.153.49.193,CN,China,Jiangsu Sheng,32.4907,119.9081,1
10.42.0.42-123.125.115.190-55905-80-6,03-05-13 0:08,groucho-singapore,2990856029,UDP,"Consulting,Accounting",56502,38161,178.68.215.93,RU,Russia,,60,100,0
192.229.173.173-10.42.0.211-80-48509-6,03-05-13 0:10,groucho-us-east,1890045789,UDP,"Financial,Credit Reporting",40731,54521,112.167.207.93,KR,South Korea,,37.57,126.98,1
172.217.12.174-10.42.0.151-443-36482-6,03-05-13 0:10,groucho-us-east,1890045789,UDP,Financial,40731,54521,112.167.207.93,KR,South Korea,,37.57,126.98,0
172.217.12.206-10.42.0.151-443-55362-6,03-05-13 0:10,groucho-us-east,1890045789,UDP,Telecoms,40731,54521,112.167.207.93,KR,South Korea,,37.57,126.98,1
203.90.242.126-10.42.0.151-80-57620-6,03-05-13 0:10,groucho-us-east,1890045789,UDP,Political,40731,54521,112.167.207.93,KR,South Korea,,37.57,126.98,0
172.217.11.33-10.42.0.211-443-43653-6,03-05-13 0:10,groucho-us-east,1890045789,UDP,Hotel,40731,54521,112.167.207.93,KR,South Korea,,37.57,126.98,1
10.42.0.211-10.42.0.1-64032-53-17,03-05-13 0:11,groucho-oregon,1652482834,TCP,Retail,6000,3306,98.126.227.18,US,United States,California,33.8138,-117.7986,0
172.217.10.42-10.42.0.151-443-56125-6,03-05-13 0:12,groucho-oregon,1017974346,TCP,Advertising,6000,8080,60.173.14.74,CN,China,Anhui Sheng,31.8639,117.2808,0
205.185.216.42-10.42.0.211-80-56388-6,03-05-13 0:12,groucho-oregon,1032051418,TCP,Gaming,6000,1433,61.131.218.218,CN,China,Jiangxi Sheng,28.55,115.9333,0
172.217.10.142-10.42.0.151-443-58992-6,03-05-13 0:12,groucho-us-east,1017974346,TCP,Banking,6000,8080,60.173.14.74,CN,China,Anhui Sheng,31.8639,117.2808,0
172.217.6.206-10.42.0.151-443-36174-6,03-05-13 0:12,groucho-eu,1017974346,TCP,Transport,6000,8080,60.173.14.74,CN,China,Anhui Sheng,31.8639,117.2808,0
10.42.0.151-66.198.178.124-41445-80-6,03-05-13 0:13,groucho-oregon,3078722021,TCP,Healthcare,13993,22,183.129.145.229,CN,China,Zhejiang Sheng,30.2936,120.1614,1
182.22.120.231-10.42.0.151-443-35653-6,03-05-13 0:13,groucho-norcal,3704882794,UDP,Web,11725,40938,220.212.6.106,JP,Japan,,35.69,139.69,1
10.42.0.1-10.42.0.42-53-2962-17,03-05-13 0:13,groucho-norcal,3704882794,UDP,Fashion,11725,40938,220.212.6.106,JP,Japan,,35.69,139.69,0
172.217.12.142-10.42.0.211-443-58864-6,03-05-13 0:13,groucho-norcal,3704882794,UDP,Question & Answer,11725,40938,220.212.6.106,JP,Japan,,35.69,139.69,0
10.42.0.151-31.13.69.245-44171-80-6,03-05-13 0:14,groucho-norcal,3704882794,UDP,"Government, Database",11725,40938,220.212.6.106,JP,Japan,,35.69,139.69,0
10.42.0.211-23.206.125.17-38344-80-6,03-05-13 0:14,groucho-norcal,3704882794,UDP,Ticket Distribution,11725,40938,220.212.6.106,JP,Japan,,35.69,139.69,1
239.255.255.250-10.42.0.1-1900-47436-17,03-05-13 0:14,groucho-norcal,3704882794,UDP,Consumer Goods,11725,40938,220.212.6.106,JP,Japan,,35.69,139.69,1
180.149.136.194-10.42.0.211-80-41572-6,03-05-13 0:15,groucho-norcal,2129692888,TCP,Military,54891,445,126.240.136.216,JP,Japan,,35.69,139.69,1
10.42.0.211-77.234.44.199-40945-80-6,03-05-13 0:15,groucho-norcal,2129692888,TCP,"Consulting,Accounting",54891,445,126.240.136.216,JP,Japan,,35.69,139.69,1
172.217.6.234-10.42.0.151-443-55899-6,03-05-13 0:15,groucho-norcal,3704882794,UDP,"Financial,Credit Reporting",11725,40938,220.212.6.106,JP,Japan,,35.69,139.69,1
206.126.112.142-10.42.0.151-443-39311-6,03-05-13 0:15,groucho-norcal,2129692888,TCP,Financial,54891,445,126.240.136.216,JP,Japan,,35.69,139.69,0
10.42.0.211-54.239.17.112-53209-443-6,03-05-13 0:16,groucho-us-east,2916153003,TCP,Telecoms,1656,445,173.208.246.171,US,United States,Missouri,39.1068,-94.566,1
10.42.0.211-54.239.17.112-54097-443-6,03-05-13 0:16,groucho-us-east,2916153003,TCP,Political,1656,445,173.208.246.171,US,United States,Missouri,39.1068,-94.566,0
10.42.0.211-64.71.142.124-37820-443-6,03-05-13 0:18,groucho-oregon,1019141837,TCP,Hotel,6000,1433,60.190.222.205,CN,China,,35,105,0
172.217.12.142-10.42.0.151-443-54653-6,03-05-13 0:20,groucho-singapore,2388376373,TCP,Retail,6000,3306,142.91.187.53,US,United States,California,34.0438,-118.2512,0
10.42.0.211-42.56.76.21-35881-80-6,03-05-13 0:21,groucho-tokyo,1017972899,TCP,Media,6000,8080,60.173.8.163,CN,China,Anhui Sheng,31.8639,117.2808,1
10.42.0.211-112.80.248.187-50805-80-6,03-05-13 0:24,groucho-tokyo,3485521202,TCP,"Web,Tech",61715,5900,207.192.213.50,US,United States,,38,-97,0
157.240.18.36-10.42.0.211-443-60374-6,03-05-13 0:25,groucho-singapore,1932472787,TCP,Fashion,6000,3389,115.47.49.211,CN,China,Beijing Shi,39.9289,116.3883,1
10.42.0.151-104.244.42.2-33823-443-6,03-05-13 0:26,groucho-oregon,2917802434,TCP,Question & Answer,6000,3306,173.234.33.194,US,United States,Illinois,41.8471,-87.6248,0
172.217.12.138-10.42.0.151-443-54174-6,03-05-13 0:28,groucho-oregon,3689613421,TCP,"Government, Database",6000,1433,219.235.8.109,CN,China,Beijing Shi,39.9289,116.3883,1
10.42.0.151-10.42.0.1-17619-53-17,03-05-13 0:28,groucho-oregon,1680530090,TCP,Ticket Distribution,39437,3389,100.42.218.170,US,United States,California,34.053,-118.2642,0
175.100.207.231-10.42.0.211-443-59338-6,03-05-13 0:31,groucho-tokyo,2102005182,TCP,Consumer Goods,3816,445,125.74.13.190,CN,China,Gansu Sheng,36.0564,103.7922,1
10.42.0.151-31.13.71.37-53081-443-6,03-05-13 0:31,groucho-tokyo,2102005182,TCP,Military,3816,445,125.74.13.190,CN,China,Gansu Sheng,36.0564,103.7922,1
10.42.0.211-10.42.0.1-3807-53-17,03-05-13 0:31,groucho-singapore,3322768892,TCP,"Consulting,Accounting",6000,1433,198.13.109.252,US,United States,California,34.0115,-117.8535,0
192.229.210.163-10.42.0.151-443-52387-6,03-05-13 0:32,groucho-tokyo,2959833141,TCP,"Financial,Credit Reporting",48739,80,176.107.120.53,CZ,Czechia,,49.75,15.5,1
10.42.0.151-106.39.169.66-43579-80-6,03-05-13 0:32,groucho-tokyo,2959833141,TCP,Military,48739,80,176.107.120.53,CZ,Czechia,,49.75,15.5,0
10.42.0.211-107.178.251.134-38824-443-6,03-05-13 0:33,groucho-oregon,3630406730,TCP,"Consulting,Accounting",6000,1433,216.99.156.74,US,United States,California,34.0115,-117.8535,0
172.217.10.99-10.42.0.211-443-49830-6,03-05-13 0:33,groucho-singapore,3658020275,TCP,"Financial,Credit Reporting",6000,1433,218.8.245.179,CN,China,Heilongjiang Sheng,45.75,126.65,1
10.42.0.211-10.42.0.1-6635-53-17,03-05-13 0:33,groucho-sa,1017973638,TCP,Financial,6000,6666,60.173.11.134,CN,China,Anhui Sheng,31.8639,117.2808,1
10.42.0.211-77.234.44.200-42928-80-6,03-05-13 0:33,groucho-norcal,1017973638,TCP,Telecoms,6000,6666,60.173.11.134,CN,China,Anhui Sheng,31.8639,117.2808,0
182.22.25.124-10.42.0.211-443-35179-6,03-05-13 0:33,zeppo-norcal,1017973638,TCP,Political,6000,6666,60.173.11.134,CN,China,Anhui Sheng,31.8639,117.2808,1
172.217.10.104-10.42.0.151-443-47858-6,03-05-13 0:34,groucho-sydney,1017973638,TCP,Hotel,6000,6666,60.173.11.134,CN,China,Anhui Sheng,31.8639,117.2808,0
10.42.0.151-31.13.80.5-45047-443-6,03-05-13 0:36,groucho-sydney,2953454577,TCP,Retail,12765,995,176.10.35.241,IS,Iceland,,65,-18,1
172.217.10.46-10.42.0.42-443-41664-6,03-05-13 0:36,groucho-tokyo,2947040846,TCP,Media,3331,23,175.168.70.78,CN,China,Liaoning,41.7922,123.4328,0
172.217.12.202-10.42.0.211-443-60856-6,03-05-13 0:38,groucho-singapore,18513142,TCP,"Web,Tech",6000,8080,1.26.124.246,CN,China,Inner Mongolia,40.6522,109.8222,1
10.42.0.211-10.42.0.1-39586-53-17,03-05-13 0:42,groucho-tokyo,994027267,TCP,Fashion,6000,1433,59.63.167.3,CN,China,Jiangxi Sheng,28.55,115.9333,0
172.217.9.227-10.42.0.151-443-59040-6,03-05-13 0:45,groucho-tokyo,3351306983,TCP,Question & Answer,3041,445,199.192.226.231,VC,Saint Vincent and the Grenadines,Parish of Saint George,13.1333,-61.2167,0
172.217.10.66-10.42.0.211-443-46163-6,03-05-13 0:45,groucho-singapore,3563457336,TCP,Military,36565,3389,212.102.11.56,SA,Saudi Arabia,,25,45,0
172.217.1.161-10.42.0.211-443-55849-6,03-05-13 0:45,groucho-singapore,3563457336,TCP,"Consulting,Accounting",36566,3389,212.102.11.56,SA,Saudi Arabia,,25,45,0
172.217.9.238-10.42.0.42-443-56196-6,03-05-13 0:45,groucho-tokyo,3351306983,TCP,"Financial,Credit Reporting",3041,445,199.192.226.231,VC,Saint Vincent and the Grenadines,Parish of Saint George,13.1333,-61.2167,0
172.217.12.170-10.42.0.42-443-40231-6,03-05-13 0:46,groucho-tokyo,2917955753,UDP,Financial,5066,5060,173.236.120.169,US,United States,Illinois,41.8876,-87.6368,1
172.217.12.138-10.42.0.211-443-52309-6,03-05-13 0:47,groucho-oregon,1033063135,TCP,Telecoms,64032,3306,61.147.74.223,CN,China,Jiangsu Sheng,32.0617,118.7778,1
203.130.53.126-10.42.0.211-80-39361-6,03-05-13 0:48,groucho-singapore,3702892700,TCP,Political,6000,1433,220.181.168.156,CN,China,Beijing Shi,39.9289,116.3883,0
10.42.0.42-85.93.5.83-34460-80-6,03-05-13 0:49,groucho-tokyo,1017972899,TCP,Hotel,6000,8080,60.173.8.163,CN,China,Anhui Sheng,31.8639,117.2808,0
